file_name,question
images/91.png,what is the gross worth?
images/92.png,what is the gross worth?
images/93.png,what is the net worth?
images/94.png,what is the net worth?
images/95.png,what is the vat due?
images/96.png,what is the vat due?
images/97.png,what is the gross worth?
images/98.png,what is the vat due?
images/99.png,what is the vat due?
images/100.png,what is the net worth?
images/101.png,what is the vat due?
images/102.png,what is the gross worth?
images/103.png,what is the vat due?
images/104.png,what is the vat due?
images/105.png,what is the net worth?
images/106.png,what is the net worth?
images/107.png,what is the vat due?
images/108.png,what is the gross worth?
images/109.png,what is the net worth?
images/110.png,what is the vat due?
images/111.png,what is the gross worth?
images/112.png,what is the gross worth?
images/113.png,what is the vat due?
images/114.png,what is the vat due?
images/115.png,what is the vat due?
images/116.png,what is the gross worth?
images/117.png,what is the net worth?
images/118.png,what is the gross worth?
images/119.png,what is the gross worth?
images/120.png,what is the vat due?
images/121.png,what is the vat due?
images/122.png,what is the net worth?
images/123.png,what is the vat due?
images/124.png,what is the net worth?
images/125.png,what is the gross worth?
images/126.png,what is the vat due?
images/127.png,what is the net worth?
images/128.png,what is the vat due?
images/129.png,what is the vat due?
images/130.png,what is the gross worth?
images/131.png,what is the vat due?
images/132.png,what is the gross worth?
images/133.png,what is the gross worth?
images/134.png,what is the net worth?
images/135.png,what is the gross worth?
images/136.png,what is the net worth?
images/137.png,what is the vat due?
images/138.png,what is the gross worth?
images/139.png,what is the gross worth?
images/140.png,what is the net worth?
images/141.png,what is the gross worth?
images/142.png,what is the gross worth?
images/143.png,what is the gross worth?
images/144.png,what is the vat due?
images/145.png,what is the net worth?
images/146.png,what is the gross worth?
images/147.png,what is the vat due?
images/148.png,what is the vat due?
images/149.png,what is the gross worth?
images/150.png,what is the gross worth?
images/151.png,what is the gross worth?
images/152.png,what is the net worth?
images/153.png,what is the vat due?
images/154.png,what is the gross worth?
images/155.png,what is the vat due?
images/156.png,what is the net worth?
images/157.png,what is the net worth?
images/158.png,what is the gross worth?
images/159.png,what is the gross worth?
images/160.png,what is the gross worth?
images/161.png,what is the gross worth?
images/162.png,what is the net worth?
images/163.png,what is the net worth?
images/164.png,what is the vat due?
images/165.png,what is the vat due?
images/166.png,what is the gross worth?
images/167.png,what is the vat due?
images/168.png,what is the gross worth?
images/169.png,what is the gross worth?
images/170.png,what is the vat due?
images/171.png,what is the net worth?
images/172.png,what is the net worth?
images/173.png,what is the gross worth?
images/174.png,what is the vat due?
images/175.png,what is the gross worth?
images/176.png,what is the gross worth?
images/177.png,what is the vat due?
images/178.png,what is the vat due?
images/179.png,what is the gross worth?
images/180.png,what is the gross worth?
images/181.png,what is the net worth?
images/182.png,what is the gross worth?
images/183.png,what is the vat due?
images/184.png,what is the net worth?
images/185.png,what is the vat due?
images/186.png,what is the gross worth?
images/187.png,what is the vat due?
images/188.png,what is the vat due?
images/189.png,what is the net worth?
images/190.png,what is the net worth?
images/191.png,what is the gross worth?
images/192.png,what is the net worth?
images/193.png,what is the net worth?
images/194.png,what is the gross worth?
images/195.png,what is the vat due?
images/196.png,what is the gross worth?
images/197.png,what is the gross worth?
images/198.png,what is the net worth?
images/199.png,what is the net worth?
images/200.png,what is the gross worth?
images/201.png,what is the gross worth?
images/202.png,what is the gross worth?
images/203.png,what is the gross worth?
images/204.png,what is the vat due?
images/205.png,what is the net worth?
images/206.png,what is the net worth?
images/207.png,what is the vat due?
images/208.png,what is the gross worth?
images/209.png,what is the vat due?
images/210.png,what is the gross worth?
images/211.png,what is the vat due?
images/212.png,what is the gross worth?
images/213.png,what is the net worth?
images/214.png,what is the gross worth?
images/215.png,what is the vat due?
images/216.png,what is the net worth?
images/217.png,what is the vat due?
images/218.png,what is the vat due?
images/219.png,what is the gross worth?
images/220.png,what is the vat due?
images/221.png,what is the net worth?
images/222.png,what is the vat due?
images/223.png,what is the gross worth?
images/224.png,what is the vat due?
images/225.png,what is the net worth?
images/226.png,what is the net worth?
images/227.png,what is the gross worth?
images/228.png,what is the net worth?
images/229.png,what is the gross worth?
images/230.png,what is the vat due?
images/231.png,what is the vat due?
images/232.png,what is the gross worth?
images/233.png,what is the vat due?
images/234.png,what is the net worth?
images/235.png,what is the gross worth?
images/236.png,what is the net worth?
images/237.png,what is the gross worth?
images/238.png,what is the vat due?
images/239.png,what is the gross worth?
images/240.png,what is the net worth?
images/241.png,what is the net worth?
images/242.png,what is the net worth?
images/243.png,what is the net worth?
images/244.png,what is the vat due?
images/245.png,what is the gross worth?
images/246.png,what is the net worth?
images/247.png,what is the vat due?
images/248.png,what is the net worth?
images/249.png,what is the gross worth?
images/250.png,what is the net worth?
images/251.png,what is the net worth?
images/252.png,what is the vat due?
images/253.png,what is the vat due?
images/254.png,what is the vat due?
images/255.png,what is the vat due?
images/256.png,what is the vat due?
images/257.png,what is the net worth?
images/258.png,what is the vat due?
images/259.png,what is the gross worth?
images/260.png,what is the vat due?
images/261.png,what is the net worth?
images/262.png,what is the gross worth?
images/263.png,what is the vat due?
images/264.png,what is the net worth?
images/265.png,what is the net worth?
images/266.png,what is the gross worth?
images/267.png,what is the net worth?
images/268.png,what is the vat due?
images/269.png,what is the gross worth?
images/270.png,what is the gross worth?
images/271.png,what is the gross worth?
images/272.png,what is the vat due?
images/273.png,what is the net worth?
images/274.png,what is the vat due?
images/275.png,what is the vat due?
images/276.png,what is the net worth?
images/277.png,what is the net worth?
images/278.png,what is the vat due?
images/279.png,what is the vat due?
images/280.png,what is the vat due?
images/281.png,what is the vat due?
images/282.png,what is the vat due?
images/283.png,what is the gross worth?
images/284.png,what is the gross worth?
images/285.png,what is the net worth?
images/286.png,what is the vat due?
images/287.png,what is the gross worth?
images/288.png,what is the vat due?
images/289.png,what is the net worth?
images/290.png,what is the vat due?
images/291.png,what is the gross worth?
images/292.png,what is the net worth?
images/293.png,what is the net worth?
images/294.png,what is the gross worth?
images/295.png,what is the gross worth?
images/296.png,what is the net worth?
images/297.png,what is the gross worth?
images/298.png,what is the gross worth?
images/299.png,what is the net worth?
images/300.png,what is the net worth?
images/301.png,what is the vat due?
images/302.png,what is the gross worth?
images/303.png,what is the gross worth?
images/304.png,what is the net worth?
images/305.png,what is the gross worth?
images/306.png,what is the gross worth?
images/307.png,what is the vat due?
images/308.png,what is the gross worth?
images/309.png,what is the net worth?
images/310.png,what is the gross worth?
images/311.png,what is the gross worth?
images/312.png,what is the vat due?
images/313.png,what is the net worth?
images/314.png,what is the vat due?
images/315.png,what is the net worth?
images/316.png,what is the vat due?
images/317.png,what is the net worth?
images/318.png,what is the net worth?
images/319.png,what is the gross worth?
images/320.png,what is the vat due?
images/321.png,what is the net worth?
images/322.png,what is the gross worth?
images/323.png,what is the vat due?
images/324.png,what is the vat due?
images/325.png,what is the vat due?
images/326.png,what is the vat due?
images/327.png,what is the vat due?
images/328.png,what is the vat due?
images/329.png,what is the gross worth?
images/330.png,what is the vat due?
images/331.png,what is the vat due?
images/332.png,what is the vat due?
images/333.png,what is the net worth?
images/334.png,what is the gross worth?
images/335.png,what is the vat due?
images/336.png,what is the net worth?
images/337.png,what is the net worth?
images/338.png,what is the net worth?
images/339.png,what is the vat due?
images/340.png,what is the gross worth?
images/341.png,what is the vat due?
images/342.png,what is the gross worth?
images/343.png,what is the net worth?
images/344.png,what is the net worth?
images/345.png,what is the vat due?
images/346.png,what is the gross worth?
images/347.png,what is the net worth?
images/348.png,what is the gross worth?
images/349.png,what is the gross worth?
images/350.png,what is the net worth?
images/351.png,what is the net worth?
images/352.png,what is the gross worth?
images/353.png,what is the vat due?
images/354.png,what is the gross worth?
images/355.png,what is the net worth?
images/356.png,what is the gross worth?
images/357.png,what is the vat due?
images/358.png,what is the gross worth?
images/359.png,what is the vat due?
images/360.png,what is the net worth?
images/361.png,what is the gross worth?
images/362.png,what is the gross worth?
images/363.png,what is the net worth?
images/364.png,what is the gross worth?
images/365.png,what is the vat due?
images/366.png,what is the gross worth?
images/367.png,what is the net worth?
images/368.png,what is the net worth?
images/369.png,what is the gross worth?
images/370.png,what is the vat due?
images/371.png,what is the vat due?
images/372.png,what is the gross worth?
images/373.png,what is the net worth?
images/374.png,what is the net worth?
images/375.png,what is the net worth?
images/376.png,what is the vat due?
images/377.png,what is the net worth?
images/378.png,what is the gross worth?
images/379.png,what is the vat due?
images/380.png,what is the net worth?
images/381.png,what is the vat due?
images/382.png,what is the net worth?
images/383.png,what is the gross worth?
images/384.png,what is the gross worth?
images/385.png,what is the vat due?
images/386.png,what is the gross worth?
images/387.png,what is the vat due?
images/388.png,what is the gross worth?
images/389.png,what is the gross worth?
images/390.png,what is the gross worth?
images/391.png,what is the vat due?
images/392.png,what is the gross worth?
images/393.png,what is the gross worth?
images/394.png,what is the gross worth?
images/395.png,what is the gross worth?
images/396.png,what is the gross worth?
images/397.png,what is the gross worth?
images/398.png,what is the net worth?
images/399.png,what is the gross worth?
images/400.png,what is the vat due?
images/401.png,what is the vat due?
images/402.png,what is the vat due?
images/403.png,what is the gross worth?
images/404.png,what is the vat due?
images/405.png,what is the net worth?
images/406.png,what is the vat due?
images/407.png,what is the net worth?
images/408.png,what is the gross worth?
images/409.png,what is the vat due?
images/410.png,what is the gross worth?
images/411.png,what is the net worth?
images/412.png,what is the vat due?
images/413.png,what is the net worth?
images/414.png,what is the net worth?
images/415.png,what is the net worth?
images/416.png,what is the vat due?
images/417.png,what is the net worth?
images/418.png,what is the vat due?
images/419.png,what is the net worth?
images/420.png,what is the net worth?
images/421.png,what is the gross worth?
images/422.png,what is the net worth?
