file_name, question, answers
train/167.png,what is the net worth?,the net worth is $15173.65
train/168.png,what is the gross worth?,the gross worth is $500.29
train/169.png,what is the gross worth?,the gross worth is $3762.43
train/170.png,what is the gross worth?,the gross worth is $111.31
train/171.png,what is the vat due?,the vat due is $58.69
train/172.png,what is the vat due?,the vat due is $1433.11
train/173.png,what is the vat due?,the vat due is $8.31
train/174.png,what is the gross worth?,the gross worth is $1165.90
train/175.png,what is the gross worth?,the gross worth is $26764.68
train/176.png,what is the net worth?,the net worth is $10800
train/177.png,what is the gross worth?,the gross worth is $422.55
train/178.png,what is the net worth?,the net worth is $125.94
train/179.png,what is the gross worth?,the gross worth is 686.75
train/180.png,what is the net worth?,the net worth is $28929.32
train/181.png,what is the vat due?,the vat due is $131.99
train/182.png,what is the net worth?,the net worth is $995.96
train/183.png,what is the net worth?,the net worth is $249.89
train/184.png,what is the net worth?,the net worth is $873.90
train/185.png,what is the net worth?,the net worth is $531.35
train/186.png,what is the vat due?,the vat due is $150.69 
train/187.png,what is the vat due?,the vat due is $93.24
train/188.png,what is the vat due?,the vat due is $15.39
train/189.png,what is the vat due?,the vat due is $48.00
train/190.png,what is the net worth?,the net worth is $40677.81
train/191.png,what is the net worth?,the net worth is $9379.05
train/192.png,what is the gross worth?,the gross worth is $331.99
train/193.png,what is the gross worth?,the gross worth is $76.89
train/194.png,what is the gross worth?,the gross worth is $172.71
train/195.png,what is the vat due?,the vat due is $10.64
train/196.png,what is the gross worth?,the gross worth is $3046.86
train/197.png,what is the gross worth?,the gross worth is $4334.11
train/198.png,what is the vat due?,the vat due is $8445.70
train/199.png,what is the net worth?,the net worth is $11017.83
train/200.png,what is the net worth?,the net worth is $11479.77
train/201.png,what is the net worth?,the net worth is $409.58
train/202.png,what is the vat due?,the vat due is $61.44
train/203.png,what is the vat due?,the vat due is $536.31
train/204.png,what is the gross worth?,the gross worth is $23454.63
train/205.png,what is the gross worth?,the gross worth is $14.00
train/206.png,what is the vat due?,the vat due is $14.00
train/207.png,what is the vat due?,the vat due is $10.70
train/208.png,what is the gross worth?,the gross worth is $295.55
train/209.png,what is the net worth?,the net worth is $3867.63
train/210.png,what is the net worth?,the net worth is $515.25 
train/211.png,what is the net worth?,the net worth is $2854.50
train/212.png,what is the vat due?,the vat due is $416.69
train/213.png,what is the net worth?,the net worth is $48682.50
train/214.png,what is the gross worth?,the gross worth is $19.77
train/215.png,what is the net worth?,the net worth is $1831.85
train/216.png,what is the vat due?,the vat due is $4
train/217.png,what is the net worth?,the net worth is $24173.78 
train/218.png,what is the vat due?,the vat due is $39.49
train/219.png,what is the net worth?,the net worth is $2413.97
train/220.png,what is the vat due?,the vat due is $330.99
train/221.png,what is the gross worth?,the gross worth is $1627.96 
train/222.png,what is the vat due?,the vat due is $4023.86
train/223.png,what is the net worth?,the net worth is $259.95
train/224.png,what is the gross worth?,the gross worth is $82.49
train/225.png,what is the gross worth?,the gross worth is $705.92
train/226.png,what is the vat due?,the vat due is $17.10
train/227.png,what is the net worth?,the net worth is $37551.65
train/228.png,what is the net worth?,the net worth is $25014.50
train/229.png,what is the vat due?,the vat due is $5.59
train/230.png,what is the net worth?,the net worth is $475.10
train/231.png,what is the net worth?,the net worth is $53.64
train/232.png,what is the net worth?,the net worth is $89.62
train/233.png,what is the vat due?,the vat due is $112.52
train/234.png,what is the gross worth?,the gross worth is $1821.48 
train/235.png,what is the net worth?,the net worth is $176.87
train/236.png,what is the net worth?,the net worth is $651.30
train/237.png,what is the vat due?,the vat due is $32.95
train/238.png,what is the gross worth?,the gross worth is $2623.28 
train/239.png,what is the gross worth?,the gross worth is $2858.84
train/240.png,what is the gross worth?,the gross worth is $7589.84
train/241.png,what is the gross worth?,the gross worth is $61568.50
train/242.png,what is the vat due?,the vat due is $63.17
train/243.png,what is the gross worth?,the gross worth is $455.68 
train/244.png,what is the net worth?,the net worth is $717.45
train/245.png,what is the gross worth?,the gross worth is $34501.86
train/246.png,what is the vat due?,the vat due is $12.11
train/247.png,what is the vat due?,the vat due is $10.79
train/248.png,what is the vat due?,the vat due is $13.47
train/249.png,what is the vat due?,the vat due is $15.80
train/250.png,what is the net worth?,the net worth is $959.99
train/251.png,what is the gross worth?,the gross worth is $126.23
train/252.png,what is the gross worth?,the gross worth is $192.50
train/253.png,what is the gross worth?,the gross worth is $53572.82
train/254.png,what is the vat due?,the vat due is $268.49
train/255.png,what is the vat due?,the vat due is $768.08
train/256.png,what is the gross worth?,the gross worth is $5873.90 
train/257.png,what is the gross worth?,the gross worth is $330
train/258.png,what is the net worth?,the net worth is $855
train/259.png,what is the vat due?,the vat due is $49.65
train/260.png,what is the net worth?,the net worth is $91.88
train/261.png,what is the vat due?,the vat due is $16.28
train/262.png,what is the vat due?,the vat due is $675.00
train/263.png,what is the vat due?,the vat due is $757.50
train/264.png,what is the gross worth?,the gross worth is $270.64 
train/265.png,what is the net worth?,the net worth is $36305.25
train/266.png,what is the net worth?,the net worth is $520
train/267.png,what is the net worth?,the net worth is $1023.75
train/268.png,what is the vat due?,the vat due is $69.13
train/269.png,what is the vat due?,the vat due is $564.99
train/270.png,what is the vat due?,the vat due is $15.40
train/271.png,what is the vat due?,the vat due is $69.86
train/272.png,what is the net worth?,the net worth is $8.98
train/273.png,what is the vat due?,the vat due is $74.23
train/274.png,what is the gross worth?,the gross worth is $547.76 
train/275.png,what is the vat due?,the vat due is $42.07
train/276.png,what is the net worth?,the net worth is $56.78
train/277.png,what is the net worth?,the net worth is $43.06
train/278.png,what is the gross worth?,the gross worth is $8134.09
train/279.png,what is the vat due?,the vat due is $50.90
train/280.png,what is the net worth?,the net worth is $1021.82
train/281.png,what is the gross worth?,the gross worth is $94435.43
train/282.png,what is the vat due?,the vat due is $793.38
train/283.png,what is the gross worth?,the gross worth is $4651.38 
train/284.png,what is the net worth?,the net worth is $1330.70
train/285.png,what is the vat due?,the vat due is $720.00
train/286.png,what is the vat due?,the vat due is $118.94
train/287.png,what is the vat due?,the vat due is $3956.67
train/288.png,what is the gross worth?,the gross worth is $21089.90
train/289.png,what is the net worth?,the net worth is $4778.22
train/290.png,what is the net worth?,the net worth is $489.70
train/291.png,what is the vat due?,the vat due is $3.41
train/292.png,what is the net worth?,the net worth is $159.95
train/293.png,what is the vat due?,the vat due is $27.41
train/294.png,what is the gross worth?,the gross worth is $3002.98 
train/295.png,what is the vat due?,the vat due is $70.65
train/296.png,what is the net worth?,the net worth is $26857.35
train/297.png,what is the net worth?,the net worth is $299.92
train/298.png,what is the gross worth?,the gross worth is $555.37
train/299.png,what is the net worth?,the net worth is $1209.97
train/300.png,what is the net worth?,the net worth is $389.85
train/301.png,what is the vat due?,the vat due is $12.91
train/302.png,what is the gross worth?,the gross worth is $166.91 
train/303.png,what is the vat due?,the vat due is $3900.00
train/304.png,what is the gross worth?,the gross worth is $8389.96
train/305.png,what is the vat due?,the vat due is $250.49
train/306.png,what is the gross worth?,the gross worth is $26.38 
train/307.png,what is the gross worth?,the gross worth is $43.98
train/308.png,what is the gross worth?,the gross worth is $130.84
train/309.png,what is the vat due?,the vat due is $5318.82
train/310.png,what is the vat due?,the vat due is $58.80
train/311.png,what is the gross worth?,the gross worth is $13615.09 
train/312.png,what is the gross worth?,the gross worth is $4729.96
train/313.png,what is the vat due?,the vat due is $13555.04
train/314.png,what is the net worth?,the net worth is $5294.47
train/315.png,what is the gross worth?,the gross worth is $835.99
train/316.png,what is the vat due?,the vat due is $24.63
train/317.png,what is the gross worth?,the gross worth is $1319.96 
train/318.png,what is the vat due?,the vat due is $33.20
train/319.png,what is the gross worth?,the gross worth is $797.23 
train/320.png,what is the vat due?,the vat due is 483.83
train/321.png,what is the vat due?,the vat due is $254.97
train/322.png,what is the net worth?,the net worth is $2545.48
train/323.png,what is the gross worth?,the gross worth is $39000
train/324.png,what is the gross worth?,the gross worth is $83.89
train/325.png,what is the gross worth?,the gross worth is $661.64
train/326.png,what is the net worth?,the net worth is $1024.40
train/327.png,what is the net worth?,the net worth is $93.00
train/328.png,what is the vat due?,the vat due is $630.54
train/329.png,what is the gross worth?,the gross worth is $428.35 
train/330.png,what is the vat due?,the vat due is $3223.03
train/331.png,what is the vat due?,the vat due is $26.88
train/332.png,what is the vat due?,the vat due is $645.12
train/333.png,what is the vat due?,the vat due is $3462.43
train/334.png,what is the vat due?,the vat due is $74.46
train/335.png,what is the vat due?,the vat due is $66.58
train/336.png,what is the net worth?,the net worth is $11794.44
train/337.png,what is the net worth?,the net worth is $5975.75
train/338.png,what is the net worth?,the net worth is $4963.41
train/339.png,what is the net worth?,the net worth is $1335.86
train/340.png,what is the vat due?,the vat due is $40.19
train/341.png,what is the net worth?,the net worth is $46937.53
train/342.png,what is the net worth?,the net worth is $171.01
train/343.png,what is the vat due?,the vat due is $450.74
train/344.png,what is the vat due?,the vat due is $1661.93
train/345.png,what is the gross worth?,the gross worth is $9256.59
train/346.png,what is the net worth?,the net worth is $2667.91
train/347.png,what is the net worth?,the net worth is $19228.78
train/348.png,what is the net worth?,the net worth is $339.98
train/349.png,what is the net worth?,the net worth is $12203.09
train/350.png,what is the gross worth?,the gross worth is $194521.70
train/351.png,what is the gross worth?,the gross worth is $2804.92
train/352.png,what is the vat due?,the vat due is $48.16
train/353.png,what is the net worth?,the net worth is $23399.04
train/354.png,what is the net worth?,the net worth is $221.55
train/355.png,what is the vat due?,the vat due is $364.30
train/356.png,what is the net worth?,the net worth is $449.90
train/357.png,what is the net worth?,the net worth is $1140.91
train/358.png,what is the vat due?,the vat due is $522.15
train/359.png,what is the gross worth?,the gross worth is $721.73 
train/360.png,what is the net worth?,the net worth is $140.00
train/361.png,what is the net worth?,the net worth is $138.97
train/362.png,what is the vat due?,the vat due is $1.96
train/363.png,what is the vat due?,the vat due is $113.70
train/364.png,what is the net worth?,the net worth is $295.00
train/365.png,what is the vat due?,the vat due is $377.38
train/366.png,what is the vat due?,the vat due is $0.16
train/367.png,what is the vat due?,the vat due is $108.23
train/368.png,what is the net worth?,the net worth is $140.64
train/369.png,what is the gross worth?,the gross worth is $6.58
train/370.png,what is the vat due?,the vat due is $45.48
train/371.png,what is the net worth?,the net worth is $140.09
train/372.png,what is the vat due?,the vat due is $321.98
train/373.png,what is the net worth?,the net worth is $29.85
train/374.png,what is the vat due?,the vat due is $203.20
train/375.png,what is the vat due?,the vat due is $35.84
train/376.png,what is the vat due?,the vat due is $3.00
train/377.png,what is the net worth?,the net worth is $4112.98
train/378.png,what is the vat due?,the vat due is $425.00
train/379.png,what is the net worth?,the net worth is $5149.91
train/380.png,what is the gross worth?,the gross worth is $33847.07
train/381.png,what is the gross worth?,the gross worth is $4225.81
train/382.png,what is the gross worth?,the gross worth is $1535.07
train/383.png,what is the gross worth?,the gross worth is $406.23
train/384.png,what is the gross worth?,the gross worth is $1151.79
train/385.png,what is the vat due?,the vat due is $19.17
train/386.png,what is the net worth?,the net worth is $147.99
train/387.png,what is the gross worth?,the gross worth is $427.15 
train/388.png,what is the gross worth?,the gross worth is $280.32
train/389.png,what is the gross worth?,the gross worth is $853.56
train/390.png,what is the vat due?,the vat due is $8.00
train/391.png,what is the vat due?,the vat due is $5.85
train/392.png,what is the net worth?,the net worth is $3429.56
train/393.png,what is the net worth?,the net worth is $764.95
train/394.png,what is the gross worth?,the gross worth is $176
train/395.png,what is the gross worth?,the gross worth is $391.12
train/396.png,what is the gross worth?,the gross worth is $501.40
train/397.png,what is the vat due?,the vat due is $381
train/398.png,what is the gross worth?,the gross worth is $197.44 
train/399.png,what is the vat due?,the vat due is $37.78
train/400.png,what is the gross worth?,the gross worth is $204.90 
train/401.png,what is the gross worth?,the gross worth is $142.99
train/402.png,what is the vat due?,the vat due is $43.80
train/403.png,what is the gross worth?,the gross worth is $8700.64 
train/404.png,what is the net worth?,the net worth is $23042.20
train/405.png,what is the gross worth?,the gross worth is $3.29
train/406.png,what is the gross worth?,the gross worth is $496.43
train/407.png,what is the vat due?,the vat due is $1651.28
train/408.png,what is the gross worth?,the gross worth is $296.48
train/409.png,what is the net worth?,the net worth is $145.53
train/410.png,what is the vat due?,the vat due is $6.00
train/411.png,what is the net worth?,the net worth is $101.93
train/412.png,what is the vat due?,the vat due is $337.01
train/413.png,what is the net worth?,the net worth is $11284.07
train/414.png,what is the vat due?,the vat due is $29.15
train/415.png,what is the gross worth?,the gross worth is $5605.15 
train/416.png,what is the net worth?,the net worth is $227.24
train/417.png,what is the net worth?,the net worth is $165.66
train/418.png,what is the net worth?,the net worth is $1432.89
train/419.png,what is the gross worth?,the gross worth is $7397.59
train/420.png,what is the net worth?,the net worth is $312.85
train/421.png,what is the gross worth?,the gross worth is $148.50
train/422.png,what is the vat due?,the vat due is $51.60
train/423.png,what is the net worth?, the net worth is $699.58
train/424.png,what is the net worth?, the net worth is $232.40
